CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
38482,,,,,,,,,,,PLS 007V
38482,,,,,,,1030,1080,,,PLS 007V
38483,,,,,,,,,,,PLS 007V
38483,,,,,,,,,730,780,PLS 007V
38484,,,,,,,,,,,PLS 007V
38484,,,,,,,,,790,840,PLS 007V
38485,,,,,,,,,850,900,PLS 007V
38485,,,,,,,,,,,PLS 007V
38494,600,650,,,600,650,,,600,650,PLS 012
38495,,,,,,,,,600,710,PLS 021
38495,,,1030,1080,,,1030,1080,,,PLS 021
38496,,,480,590,,,,,,,PLS 021
38496,,,1030,1080,,,1030,1080,,,PLS 021
38497,,,,,,,480,590,,,PLS 021
38497,,,1030,1080,,,1030,1080,,,PLS 021
38498,,,,,600,710,,,,,PLS 021
38498,,,1030,1080,,,1030,1080,,,PLS 021
38499,,,1030,1080,,,1030,1080,,,PLS 021
38499,,,,,1030,1140,,,,,PLS 021
38500,,,,,,,,,600,710,PLS 021
38500,,,1030,1080,,,1030,1080,,,PLS 021
38501,,,,,,,730,840,,,PLS 021
38501,,,1030,1080,,,1030,1080,,,PLS 021
38503,,,600,710,,,,,,,PLS 021
38503,,,1030,1080,,,1030,1080,,,PLS 021
38504,,,730,840,,,,,,,PLS 021
38504,,,1030,1080,,,1030,1080,,,PLS 021
38505,,,850,960,,,,,,,PLS 021
38505,,,1030,1080,,,1030,1080,,,PLS 021
38506,,,,,480,590,,,,,PLS 021
38506,,,1030,1080,,,1030,1080,,,PLS 021
38508,,,,,,,600,710,,,PLS 021
38508,,,1030,1080,,,1030,1080,,,PLS 021
38509,,,1030,1080,,,1030,1080,,,PLS 021
38509,,,,,910,1020,,,,,PLS 021
38510,,,,,,,540,650,,,PLS 021
38510,,,1030,1080,,,1030,1080,,,PLS 021
38511,,,,,,,,,,,PLS 021V
@,,,,,,,,,,,PLS 092
@,,,,,,,,,,,PLS 098
@,,,,,,,,,,,PLS 099
38723,1030,1110,,,1030,1110,,,,,PLS 100B
38724,,,,,,,480,650,,,PLS 100BL
38725,,,730,810,,,730,810,,,PLS 101
38726,480,530,,,480,530,,,480,530,PLS 112
38727,850,1020,,,,,,,,,PLS 113
38727,790,840,,,,,,,,,PLS 113
38728,660,710,,,660,710,,,660,710,PLS 116
38728,,,,,,,790,1020,,,PLS 116
38729,,,,,,,790,1020,,,PLS 116
38729,660,710,,,660,710,,,660,710,PLS 116
44949,,,,,,,,,730,780,PLS 123
44949,730,780,,,730,780,,,,,PLS 123
38730,,,540,620,,,540,620,,,PLS 130
44870,,,,,,,,,850,960,PLS 141
44870,540,590,,,540,590,,,540,590,PLS 141
38731,,,,,,,790,840,,,PLS 154
38731,,,,,,,850,1020,,,PLS 154
38731,,,790,900,,,,,,,PLS 154
38732,,,630,710,,,630,710,,,PLS 162
38733,600,710,,,600,710,,,,,PLS 163
38733,,,,,,,,,,,PLS 163
38734,,,,,,,,,790,1020,PLS 164
38735,1380,740,,,1380,740,,,,,PLS 174
38736,,,,,790,1020,,,,,PLS 176
38736,,,660,710,,,660,710,,,PLS 176
38737,,,,,480,710,,,,,PLS 176
38737,,,660,710,,,660,710,,,PLS 176
38739,1030,1080,,,,,,,,,PLS 190
38739,970,1020,,,,,,,,,PLS 190
@,,,,,,,,,,,PLS 190C
@,,,,,,,,,,,PLS 192
@,,,,,,,,,,,PLS 194H
@,,,,,,,,,,,PLS 194H
@,,,,,,,,,,,PLS 197T
@,,,,,,,,,,,PLS 198
@,,,,,,,,,,,PLS 199
39142,,,630,710,,,630,710,,,PLS 205
39142,,,970,1020,,,,,,,PLS 205
39142,,,,,,,970,1020,,,PLS 205
39143,,,,,,,1040,1090,,,PLS 205
39143,,,1030,1080,,,,,,,PLS 205
39143,,,630,710,,,630,710,,,PLS 205
39144,,,630,710,,,630,710,,,PLS 205
39144,,,1030,1080,,,,,,,PLS 205
39144,,,,,,,1100,1150,,,PLS 205
45292,,,,,,,820,900,,,PLS 225
45292,,,730,810,,,730,810,,,PLS 225
@,,,,,,,,,,,PLS 290
@,,,,,,,,,,,PLS 290C
@,,,,,,,,,,,PLS 297T
@,,,,,,,,,,,PLS 298
@,,,,,,,,,,,PLS 299
@,,,,,,,,,,,PLS 396
39841,,,730,810,,,730,810,,,POL 001
39841,,,480,530,,,,,,,POL 001
39842,,,730,810,,,730,810,,,POL 001
39842,,,,,480,530,,,,,POL 001
39843,,,,,,,1030,1080,,,POL 001
39843,,,730,810,,,730,810,,,POL 001
39844,,,730,810,,,730,810,,,POL 001
39844,,,,,,,,,540,590,POL 001
39845,,,730,810,,,730,810,,,POL 001
39845,,,,,,,,,600,650,POL 001
39846,,,,,,,1090,1140,,,POL 001
39846,,,730,810,,,730,810,,,POL 001
39847,,,730,810,,,730,810,,,POL 001
39847,,,540,590,,,,,,,POL 001
39848,,,,,,,,,730,780,POL 001
39848,,,730,810,,,730,810,,,POL 001
44811,,,1030,1080,,,,,,,POL 002
44811,,,910,990,,,910,990,,,POL 002
44816,,,910,990,,,910,990,,,POL 002
44816,,,1090,1140,,,,,,,POL 002
44817,,,910,990,,,910,990,,,POL 002
44817,,,,,,,1030,1080,,,POL 002
44818,,,910,990,,,910,990,,,POL 002
44818,,,,,,,1090,1140,,,POL 002
44819,,,,,790,840,,,,,POL 002
44819,,,910,990,,,910,990,,,POL 002
44821,,,,,850,900,,,,,POL 002
44821,,,910,990,,,910,990,,,POL 002
39849,,,820,900,,,820,900,,,POL 003
39849,,,,,,,,,480,530,POL 003
39850,,,820,900,,,820,900,,,POL 003
39850,,,,,,,,,540,590,POL 003
39851,,,820,900,,,820,900,,,POL 003
39851,,,600,650,,,,,,,POL 003
39852,,,660,710,,,,,,,POL 003
39852,,,820,900,,,820,900,,,POL 003
39853,,,,,,,660,710,,,POL 003
39853,,,820,900,,,820,900,,,POL 003
39854,,,820,900,,,820,900,,,POL 003
39854,,,,,,,970,1020,,,POL 003
39855,,,660,710,,,,,,,POL 003
39855,,,820,900,,,820,900,,,POL 003
39856,,,820,900,,,820,900,,,POL 003
39856,,,730,780,,,,,,,POL 003
39857,,,,,,,730,780,,,POL 004
39857,,,540,620,,,540,620,,,POL 004
39858,,,,,790,840,,,,,POL 004
39858,,,540,620,,,540,620,,,POL 004
39859,,,,,,,,,600,650,POL 004
39859,,,540,620,,,540,620,,,POL 004
39860,,,540,620,,,540,620,,,POL 004
39860,660,710,,,,,,,,,POL 004
45230,,,480,560,,,,,,,POL 012Y
45230,,,,,,,,,600,710,POL 012Y
45234,,,,,,,,,600,710,POL 012Y
45234,,,1090,1170,,,,,,,POL 012Y
45238,,,,,,,480,560,,,POL 012Y
45238,,,,,,,,,600,710,POL 012Y
45242,,,,,,,,,600,710,POL 012Y
45242,,,,,,,1150,1230,,,POL 012Y
39867,,,540,620,,,540,620,,,POL 051
39867,910,960,,,,,,,,,POL 051
39868,,,540,620,,,540,620,,,POL 051
39868,,,,,910,960,,,,,POL 051
39869,,,540,620,,,540,620,,,POL 051
39869,,,790,840,,,,,,,POL 051
39870,,,540,620,,,540,620,,,POL 051
39870,,,850,900,,,,,,,POL 051
44829,,,540,620,,,540,620,,,POL 051
44829,850,900,,,,,,,,,POL 051
44830,,,540,620,,,540,620,,,POL 051
44830,,,,,850,900,,,,,POL 051
44831,,,540,620,,,540,620,,,POL 051
44831,790,840,,,,,,,,,POL 051
44832,,,540,620,,,540,620,,,POL 051
44832,,,,,970,1020,,,,,POL 051
@,,,,,,,,,,,POL 099
45357,,,540,620,,,540,620,,,POL 105
45357,,,,,,,,,,,POL 105
45364,,,1000,1080,,,1000,1080,,,POL 106
45364,,,,,,,,,,,POL 106
39884,,,,,,,,,,,POL 114
39884,,,540,620,,,540,620,,,POL 114
45318,940,960,,,940,960,,,,,POL 118C
45318,850,930,,,850,930,,,,,POL 118C
44834,,,,,,,,,,,POL 120
44834,,,730,810,,,730,810,,,POL 120
39888,,,,,,,,,,,POL 122
39888,,,630,710,,,630,710,,,POL 122
39889,,,910,990,,,910,990,,,POL 123
39889,,,,,,,,,,,POL 123
45124,,,970,1050,,,970,1050,,,POL 129
44833,,,540,620,,,540,620,,,POL 136
44833,,,,,,,,,,,POL 136
44836,,,730,810,,,730,810,,,POL 142B
44836,,,820,840,,,820,840,,,POL 142B
44837,,,690,710,,,690,710,,,POL 151
44837,,,600,680,,,600,680,,,POL 151
39903,,,940,960,,,940,960,,,POL 152
39903,,,850,930,,,850,930,,,POL 152
44840,,,1000,1080,,,1000,1080,,,POL 163
44840,,,,,,,,,,,POL 163
44841,,,,,,,,,,,POL 168
44841,,,630,710,,,630,710,,,POL 168
44839,660,710,,,660,710,,,660,710,POL 172
44839,,,,,,,,,,,POL 172
39906,600,680,,,600,680,,,,,POL 174
39906,690,710,,,690,710,,,,,POL 174
@,,,,,,,,,,,POL 198
@,,,,,,,,,,,POL 199
39980,730,840,,,,,,,,,POL 210
39980,850,900,,,,,,,,,POL 210
39981,,,,,,,730,840,,,POL 212
39981,,,,,,,850,900,,,POL 212
39982,,,,,,,910,1080,,,POL 220
45098,,,850,900,,,,,,,POL 281
45098,,,730,840,,,,,,,POL 281
39984,,,910,1080,,,,,,,POL 290A
45099,,,,,730,900,,,,,POL 290C
45365,,,,,910,1080,,,,,POL 290F
@,,,,,,,,,,,POL 298
@,,,,,,,730,900,,,POL 298
@,,,,,,,,,,,POL 299
@,,,,,,,,,,,POL 299D
@,,,,,,,,,,,POL 396
@,,,,,,,,,,,POL 396
@,,,,,,,,,,,POL 396
@,,,,,,,,,,,POL 396
35661,,,,,,,,,,,PBG 270
@,,,,,,,,,,,PBG 271
35662,,,970,1050,,,,,,,PBG 290
@,,,,,,,,,,,PBG 290C
35718,,,,,,,970,1050,,,PBG 292
@,,,,,,,,,,,PBG 298
@,,,,,,,,,,,PBG 299
40112,730,780,730,780,730,780,730,780,730,780,POR 002
40113,790,840,790,840,790,840,790,840,790,840,POR 022
40115,,,730,810,,,730,810,,,POR 162
10633,,,850,1080,,,,,,,ACC 203
10634,,,,,,,730,960,,,ACC 213
10635,730,960,,,,,,,,,ACC 251
10636,,,,,1260,770,,,,,ACC 261
10637,,,,,790,1020,,,,,ACC 261
40118,,,730,840,,,730,840,,,PSC 001
40119,,,,,,,,,,,PSC 001Y
40119,,,,,,,,,790,840,PSC 001Y
40119,,,,,,,850,900,,,PSC 001Y
40120,,,,,,,,,790,840,PSC 001Y
40120,,,,,,,910,960,,,PSC 001Y
40120,,,,,,,,,,,PSC 001Y
40121,,,,,,,,,790,840,PSC 001Y
40121,,,970,1020,,,,,,,PSC 001Y
40121,,,,,,,,,,,PSC 001Y
40122,,,,,,,,,790,840,PSC 001Y
40122,,,1030,1080,,,,,,,PSC 001Y
40122,,,,,,,,,,,PSC 001Y
40123,,,,,,,,,790,840,PSC 001Y
40123,,,,,,,970,1020,,,PSC 001Y
40123,,,,,,,,,,,PSC 001Y
40124,,,,,,,,,790,840,PSC 001Y
40124,,,,,,,1030,1080,,,PSC 001Y
40124,,,,,,,,,,,PSC 001Y
40125,,,,,,,,,,,PSC 001Y
40125,,,,,,,,,790,840,PSC 001Y
40125,730,780,,,,,,,,,PSC 001Y
40126,,,,,,,,,,,PSC 001Y
40126,,,,,,,,,790,840,PSC 001Y
40126,,,790,840,,,,,,,PSC 001Y
44921,,,,,,,,,,,PSC 001Y
44921,,,,,,,1090,1140,,,PSC 001Y
44921,,,,,,,,,790,840,PSC 001Y
44922,,,,,,,,,,,PSC 001Y
44922,,,,,,,1150,1200,,,PSC 001Y
44922,,,,,,,,,790,840,PSC 001Y
45229,,,,,,,,,600,710,PSC 012Y
45229,,,480,560,,,,,,,PSC 012Y
45233,,,1090,1170,,,,,,,PSC 012Y
45233,,,,,,,,,600,710,PSC 012Y
45237,,,,,,,,,600,710,PSC 012Y
45237,,,,,,,480,560,,,PSC 012Y
45241,,,,,,,,,600,710,PSC 012Y
45241,,,,,,,1150,1230,,,PSC 012Y
40143,,,910,990,,,910,990,,,PSC 041
40144,,,1000,1080,,,1000,1080,,,PSC 041
40145,,,730,840,,,730,840,,,PSC 051
@,,,,,,,,,,,PSC 098
@,,,,,,,,,,,PSC 099
40261,1090,1200,,,1090,1200,,,,,PSC 100
40262,970,1080,,,970,1080,,,,,PSC 101
40263,,,730,840,,,,,,,PSC 103A
40263,600,710,,,600,710,,,,,PSC 103A
40264,,,,,,,730,840,,,PSC 103A
40264,600,710,,,600,710,,,,,PSC 103A
40265,,,,,,,,,790,900,PSC 103B
40265,970,1080,,,970,1080,,,,,PSC 103B
45095,850,960,,,850,960,,,,,PSC 104
40266,,,970,1080,,,970,1080,,,PSC 120
40267,,,,,,,,,540,710,PSC 121
40267,910,990,,,910,990,,,,,PSC 121
40268,,,,,,,,,790,960,PSC 121
40268,910,990,,,910,990,,,,,PSC 121
45222,540,620,,,540,620,,,,,PSC 124
40273,850,960,,,850,960,,,,,PSC 126
40274,,,1030,1080,,,,,,,PSC 130
40274,,,910,990,,,910,990,,,PSC 130
40275,,,,,,,1030,1080,,,PSC 130
40275,,,910,990,,,910,990,,,PSC 130
40276,,,910,990,,,910,990,,,PSC 130
40276,,,1090,1140,,,,,,,PSC 130
40277,,,910,990,,,910,990,,,PSC 130
40277,,,,,,,1090,1140,,,PSC 130
40278,,,820,900,,,820,900,,,PSC 131
40278,,,,,910,960,,,,,PSC 131
40279,,,820,900,,,820,900,,,PSC 131
40279,,,,,970,1020,,,,,PSC 131
40280,,,820,900,,,820,900,,,PSC 131
40280,,,,,1030,1080,,,,,PSC 131
40281,,,820,900,,,820,900,,,PSC 131
40281,,,,,1090,1140,,,,,PSC 131
40282,,,730,810,,,730,810,,,PSC 132
40283,,,850,960,,,850,960,,,PSC 135
40284,730,840,,,730,840,,,,,PSC 135
40285,600,710,,,600,710,,,,,PSC 137
40286,,,850,960,,,850,960,,,PSC 140
40287,,,540,620,,,540,620,,,PSC 141
40288,,,820,900,,,820,900,,,PSC 142
45259,,,910,990,,,910,990,,,PSC 146
40292,910,990,,,910,990,,,,,PSC 148
40293,850,960,,,850,960,,,,,PSC 151
40294,,,970,1080,,,970,1080,,,PSC 152
40295,1090,1200,,,1090,1200,,,,,PSC 153
40296,970,1080,,,970,1080,,,,,PSC 154
40299,1090,1200,,,1090,1200,,,,,PSC 168
@,,,,,,,,,,,PSC 182
@,,,,,,,,,,,PSC 182
@,,,,,,,,,,,PSC 182
@,,,,,,,,,,,PSC 182
@,600,680,,,600,680,,,,,PSC 190
@,,,600,710,,,600,710,,,PSC 190
@,,,,,,,,,,,PSC 192
@,,,,,,,,,,,PSC 194HA
@,,,,,,,,,,,PSC 194HB
@,,,,,,,,,,,PSC 197T
@,,,,,,,,,,,PSC 198
@,,,,,,,,,,,PSC 199
@,,,,,,,,,,,PSC 201
@,,,,,,,,,,,PSC 202
@,,,600,710,,,600,710,,,PSC 204B
@,,,,,,,,,800,910,PSC 204B
@,,,,,,,,,,,PSC 205G
@,,,,,,,,,,,PSC 212B
@,910,1020,,,910,1020,,,,,PSC 218B
@,,,,,,,540,590,,,PSC 218B
@,,,,,,,,,,,PSC 263
@,,,,,,,,,,,PSC 270
45097,790,900,,,,,,,,,PSC 271B
@,,,,,,,,,,,PSC 289A
@,,,,,,,,,,,PSC 289A
@,,,,,,,,,,,PSC 289A
@,,,,,,,,,,,PSC 289B
@,,,,,,,,,,,PSC 289B
@,,,,,,,,,,,PSC 289B
@,,,,,,,,,,,PSC 290
@,,,,,,,,,,,PSC 290
@,,,,,,,,,,,PSC 290
@,,,,,,,,,,,PSC 290
@,,,,,,,,,,,PSC 298
@,,,,,,,,,,,PSC 299
@,,,,,,,,,,,PSC 299D
@,,,,,,,,,,,PSC 396
44454,,,540,620,,,540,620,,,RST 001F
44454,,,1030,1080,,,,,,,RST 001F
44455,,,540,620,,,540,620,,,RST 001F
44455,,,1090,1140,,,,,,,RST 001F
44456,,,540,620,,,540,620,,,RST 001F
44456,,,,,1030,1080,,,,,RST 001F
44457,,,,,1090,1140,,,,,RST 001F
44457,,,540,620,,,540,620,,,RST 001F
44458,,,,,,,1030,1080,,,RST 001G
44458,,,630,710,,,630,710,,,RST 001G
44459,,,630,710,,,630,710,,,RST 001G
44459,,,,,,,1090,1140,,,RST 001G
44460,,,,,,,,,540,590,RST 001G
44460,,,630,710,,,630,710,,,RST 001G
44461,,,,,,,,,600,650,RST 001G
44461,,,630,710,,,630,710,,,RST 001G
41170,,,1210,1260,,,,,,,RST 001H
41170,,,820,900,,,820,900,,,RST 001H
41171,,,820,900,,,820,900,,,RST 001H
41171,,,1150,1200,,,,,,,RST 001H
41172,,,,,1030,1080,,,,,RST 001H
41172,,,820,900,,,820,900,,,RST 001H
41173,,,,,1090,1140,,,,,RST 001H
41173,,,820,900,,,820,900,,,RST 001H
44462,,,,,1030,1080,,,,,RST 012
44462,660,710,,,660,710,,,660,710,RST 012
44463,660,710,,,660,710,,,660,710,RST 012
44463,,,,,1090,1140,,,,,RST 012
44464,,,,,,,1030,1080,,,RST 031
44464,,,910,990,,,910,990,,,RST 031
44465,,,,,,,1090,1140,,,RST 031
44465,,,910,990,,,910,990,,,RST 031
44466,,,,,1030,1080,,,,,RST 032
44466,,,730,810,,,730,810,,,RST 032
44467,,,730,810,,,730,810,,,RST 032
44467,,,,,1090,1140,,,,,RST 032
44468,,,,,1030,1080,,,,,RST 045
44468,540,590,,,540,590,,,540,590,RST 045
44469,540,590,,,540,590,,,540,590,RST 045
44469,,,,,1090,1140,,,,,RST 045
@,,,,,,,,,,,RST 098
@,,,,,,,,,,,RST 099
45125,730,780,,,730,780,,,730,780,RST 132
44472,,,630,710,,,630,710,,,RST 150
44473,,,820,900,,,820,900,,,RST 152
44474,,,910,990,,,910,990,,,RST 160
44475,600,650,,,600,650,,,600,650,RST 161B
@,,,,,,,,,,,RST 194HA
@,,,,,,,,,,,RST 194HB
@,,,,,,,,,,,RST 198
@,,,,,,,,,,,RST 199
@,,,,,,,,,,,RST 299
@,,,,,,,,,,,RST 396
41239,540,590,540,590,540,590,540,590,540,590,RUS 002
41239,,,,,,,,,,,RUS 002
41240,600,650,600,650,600,650,600,650,,,RUS 005
41240,,,,,,,,,,,RUS 005
@,,,,,,,,,,,RUS 098
@,,,,,,,,,,,RUS 099
41253,660,710,,,660,710,,,660,710,RUS 101B
44864,,,910,990,,,910,990,,,RUS 103
44865,,,820,900,,,820,900,,,RUS 120
@,,,,,,,,,,,RUS 194H
@,,,,,,,,,,,RUS 195H
@,,,,,,,,,,,RUS 198
@,,,,,,,,,,,RUS 199
42800,,,1000,1080,,,1000,1080,,,STS 020
45195,,,570,650,,,570,650,,,STS 112
44886,,,730,810,,,730,810,,,STS 114
44888,,,,,,,1030,1080,,,STS 115
44888,,,910,990,,,910,990,,,STS 115
42816,,,1090,1170,,,1090,1170,,,STS 122
44891,,,910,990,,,910,990,,,STS 129
44891,,,,,910,960,,,,,STS 129
44892,,,910,990,,,910,990,,,STS 129
44892,,,,,970,1020,,,,,STS 129
44893,,,910,990,,,910,990,,,STS 129
44893,790,840,,,,,,,,,STS 129
44894,,,910,990,,,910,990,,,STS 129
44894,850,900,,,,,,,,,STS 129
44895,910,960,,,,,,,,,STS 172
44895,,,910,990,,,910,990,,,STS 172
44896,,,910,990,,,910,990,,,STS 172
44896,970,1020,,,,,,,,,STS 172
44897,,,910,990,,,910,990,,,STS 172
44897,1030,1080,,,,,,,,,STS 172
44898,,,910,990,,,910,990,,,STS 172
44898,1090,1140,,,,,,,,,STS 172
44899,,,,,,,,,600,650,STS 172
44899,,,910,990,,,910,990,,,STS 172
44900,,,910,990,,,910,990,,,STS 172
44900,,,,,,,,,660,710,STS 172
44901,,,910,990,,,910,990,,,STS 172
44901,,,,,,,,,730,780,STS 172
44902,,,,,,,,,790,840,STS 172
44902,,,910,990,,,910,990,,,STS 172
44903,,,730,810,,,730,810,,,STS 173
44904,970,1080,,,970,1080,,,,,STS 175
42819,,,910,1020,,,910,1020,,,STS 176
42819,,,,,,,,,,,STS 176
44913,,,,,790,960,,,,,STS 190
@,,,,,,,,,,,STS 192
@,,,,,,,,,,,STS 198
@,,,,,,,,,,,STS 199
42839,,,,,,,1260,720,,,STS 205
@,,,,,,,,,,,STS 298
@,,,,,,,,,,,STS 299
@,,,,,,,,,,,STS 396
41383,,,,,,,,,,,SAS 002V
41383,,,,,,,660,710,,,SAS 002V
41384,,,,,,,,,790,840,SAS 002V
41384,,,,,,,,,,,SAS 002V
41397,,,690,710,,,690,710,,,SAS 008
41397,,,630,680,,,630,680,,,SAS 008
41398,600,650,,,600,650,,,600,650,SAS 012
41399,600,650,,,600,650,,,600,650,SAS 013
41400,,,820,900,,,820,900,,,SAS 020
41400,,,,,790,840,,,,,SAS 020
41401,,,1030,1080,,,1030,1080,,,SAS 025
41401,,,910,960,,,,,,,SAS 025
41402,,,,,1030,1080,,,,,SAS 025
41402,,,1030,1080,,,1030,1080,,,SAS 025
41403,,,1030,1080,,,1030,1080,,,SAS 025
41403,,,970,1020,,,,,,,SAS 025
41404,,,1030,1080,,,1030,1080,,,SAS 025
41404,,,,,,,970,1020,,,SAS 025
41405,,,910,960,,,,,,,SAS 025V
41405,,,,,,,,,,,SAS 025V
41406,,,,,1090,1140,,,,,SAS 025V
41406,,,,,,,,,,,SAS 025V
41407,,,,,,,,,,,SAS 025V
41407,,,970,1020,,,,,,,SAS 025V
41408,,,,,,,,,,,SAS 025V
41408,,,,,,,970,1020,,,SAS 025V
41409,,,,,,,,,,,SAS 025V
41409,,,,,1030,1080,,,,,SAS 025V
41410,,,,,,,1090,1140,,,SAS 025V
41410,,,,,,,,,,,SAS 025V
41411,,,,,,,,,,,SAS 025V
41411,1030,1080,,,,,,,,,SAS 025V
41412,,,,,,,,,,,SAS 025V
41412,,,1090,1140,,,,,,,SAS 025V
@,,,780,900,,,,,,,SAS 090X
@,,,,,,,,,,,SAS 092
@,,,,,,,,,,,SAS 097T
@,,,,,,,,,,,SAS 098
@,,,,,,,,,,,SAS 099
41451,970,1050,,,970,1050,,,,,SAS 130
41451,1060,1080,,,1060,1080,,,,,SAS 130
@,,,790,900,,,,,,,SAS 190X
@,,,,,,,,,,,SAS 192
@,,,,,,,,,,,SAS 197T
@,,,,,,,,,,,SAS 198
@,,,970,1020,,,,,,,SAS 198
@,,,,,,,,,,,SAS 199
@,,,,,,,,,,,SAS 298
@,,,,,,,,,,,SAS 299
@,,,,,,,,,,,SAS 390
41490,,,,,,,,,540,590,SOC 001
41490,850,960,,,850,960,,,,,SOC 001
41491,,,,,,,,,600,650,SOC 001
41491,850,960,,,850,960,,,,,SOC 001
41492,,,,,,,,,660,710,SOC 001
41492,850,960,,,850,960,,,,,SOC 001
41493,,,,,,,,,730,780,SOC 001
41493,850,960,,,850,960,,,,,SOC 001
41494,,,,,,,,,790,840,SOC 001
41494,850,960,,,850,960,,,,,SOC 001
41495,850,960,,,850,960,,,,,SOC 001
41495,,,,,,,,,850,900,SOC 001
41496,,,,,970,1020,,,,,SOC 001
41496,,,1090,1200,,,1090,1200,,,SOC 001
41497,,,,,1030,1080,,,,,SOC 001
41497,,,1090,1200,,,1090,1200,,,SOC 001
41498,,,1090,1200,,,1090,1200,,,SOC 001
41498,,,,,1210,1260,,,,,SOC 001
41499,,,1090,1200,,,1090,1200,,,SOC 001
41499,,,,,1150,1200,,,,,SOC 001
41500,1090,1140,,,,,,,,,SOC 001
41500,,,1090,1200,,,1090,1200,,,SOC 001
41501,1150,1200,,,,,,,,,SOC 001
41501,,,1090,1200,,,1090,1200,,,SOC 001
41503,,,,,1090,1140,,,,,SOC 002
41503,,,730,810,,,730,810,,,SOC 002
41504,,,730,810,,,730,810,,,SOC 002
41504,,,,,1150,1200,,,,,SOC 002
41505,,,730,810,,,730,810,,,SOC 002
41505,,,,,,,,,600,650,SOC 002
41506,,,730,810,,,730,810,,,SOC 002
41506,,,,,,,,,660,710,SOC 002
41507,,,,,,,,,850,900,SOC 002
41507,,,730,810,,,730,810,,,SOC 002
41508,,,,,,,,,910,960,SOC 002
41508,,,730,810,,,730,810,,,SOC 002
41509,,,630,710,,,630,710,,,SOC 003
41509,1090,1140,,,,,,,,,SOC 003
41510,,,630,710,,,630,710,,,SOC 003
41510,1150,1200,,,,,,,,,SOC 003
41511,,,,,,,,,660,710,SOC 003
41511,,,630,710,,,630,710,,,SOC 003
41512,,,,,,,,,730,780,SOC 003
41512,,,630,710,,,630,710,,,SOC 003
41513,,,,,,,,,790,840,SOC 003
41513,,,630,710,,,630,710,,,SOC 003
41514,,,,,,,,,850,900,SOC 003
41514,,,630,710,,,630,710,,,SOC 003
44629,,,540,620,,,540,620,,,SOC 005
44629,,,,,970,1020,,,,,SOC 005
44630,,,540,620,,,540,620,,,SOC 005
44630,,,,,1030,1080,,,,,SOC 005
44631,,,540,620,,,540,620,,,SOC 005
44631,,,,,1090,1140,,,,,SOC 005
44632,,,540,620,,,540,620,,,SOC 005
44632,,,,,1150,1200,,,,,SOC 005
41519,,,820,900,,,820,900,,,SOC 011
41519,1090,1140,,,,,,,,,SOC 011
41520,1150,1200,,,,,,,,,SOC 011
41520,,,820,900,,,820,900,,,SOC 011
45228,,,,,,,,,600,710,SOC 012Y
45228,,,480,560,,,,,,,SOC 012Y
45232,,,1090,1170,,,,,,,SOC 012Y
45232,,,,,,,,,600,710,SOC 012Y
45236,,,,,,,,,600,710,SOC 012Y
45236,,,,,,,480,560,,,SOC 012Y
45240,,,,,,,1150,1230,,,SOC 012Y
45240,,,,,,,,,600,710,SOC 012Y
41526,,,1090,1170,,,1090,1170,,,SOC 046A
41526,,,,,,,,,660,710,SOC 046A
41527,,,1090,1170,,,1090,1170,,,SOC 046A
41527,,,,,,,,,730,780,SOC 046A
41528,,,1090,1170,,,1090,1170,,,SOC 046A
41528,,,,,,,790,840,,,SOC 046A
41529,,,1090,1170,,,1090,1170,,,SOC 046A
41529,,,,,,,850,900,,,SOC 046A
41530,,,850,960,,,850,960,,,SOC 046B
41530,,,,,,,,,540,590,SOC 046B
41531,,,850,960,,,850,960,,,SOC 046B
41531,,,,,,,,,600,650,SOC 046B
41532,,,,,,,,,660,710,SOC 046B
41532,,,850,960,,,850,960,,,SOC 046B
41533,,,,,,,,,730,780,SOC 046B
41533,,,850,960,,,850,960,,,SOC 046B
41534,,,,,,,,,790,840,SOC 046B
41534,,,850,960,,,850,960,,,SOC 046B
41535,,,,,,,,,850,900,SOC 046B
41535,,,850,960,,,850,960,,,SOC 046B
@,,,,,,,,,,,SOC 098
@,,,,,,,,,,,SOC 098
@,,,,,,,,,,,SOC 099
41557,600,680,,,600,680,,,,,SOC 100
41557,690,710,,,690,710,,,,,SOC 100
41558,,,,,,,910,960,,,SOC 106
41558,600,710,,,600,710,,,,,SOC 106
41559,600,710,,,600,710,,,,,SOC 106
41559,,,,,,,970,1020,,,SOC 106
41560,,,630,710,,,630,710,,,SOC 118
41560,,,,,,,,,,,SOC 118
41561,690,710,,,690,710,,,,,SOC 120
41561,600,680,,,600,680,,,,,SOC 120
41562,940,960,,,940,960,,,,,SOC 124
41562,850,930,,,850,930,,,,,SOC 124
44634,1090,1170,,,1090,1170,,,,,SOC 126
44634,1180,1200,,,1180,1200,,,,,SOC 126
44635,,,730,810,,,730,810,,,SOC 128
44635,,,820,840,,,820,840,,,SOC 128
41563,,,,,,,,,,,SOC 131
41563,,,820,900,,,820,900,,,SOC 131
41564,1060,1080,,,1060,1080,,,,,SOC 132
41564,970,1050,,,970,1050,,,,,SOC 132
41565,1060,1080,,,1060,1080,,,,,SOC 135
41565,970,1050,,,970,1050,,,,,SOC 135
41566,,,730,810,,,730,810,,,SOC 138
41566,,,820,840,,,820,840,,,SOC 138
